mem_addr,lat,lon,gps_altitude,baro_altitude,temp,pres,timestamp,aux_data,realtime
18A0,40.1109085083,-88.2289886475,192.8350067139,1833.0000000000,0.0000000000,0.0000000000,101767,1421869056,94.69
18C0,40.1109085083,-88.2289886475,192.8350067139,1843.0000000000,0.0000000000,0.0000000000,102268,1421869056,95.19
18E0,40.1109085083,-88.2289886475,192.8350067139,1853.0000000000,0.0000000000,0.0000000000,102769,1421869056,95.69
1900,40.1109085083,-88.2289886475,192.8350067139,1863.0000000000,0.0000000000,0.0000000000,103432,1421869056,96.35
1920,40.1109085083,-88.2289886475,192.8350067139,1873.0000000000,0.0000000000,0.0000000000,103933,1421869056,96.85
1940,40.1109085083,-88.2289886475,192.8350067139,1883.0000000000,0.0000000000,0.0000000000,104434,1421869056,97.35
1960,40.1109085083,-88.2289886475,192.8350067139,1893.0000000000,0.0000000000,0.0000000000,104935,1421869056,97.86
1980,40.1109085083,-88.2289886475,192.8350067139,1903.0000000000,0.0000000000,0.0000000000,105436,1421869056,98.36
19A0,40.1109085083,-88.2289886475,192.8350067139,1912.0000000000,0.0000000000,0.0000000000,105937,1421869056,98.86
19C0,40.1109085083,-88.2289886475,192.8350067139,1922.0000000000,0.0000000000,0.0000000000,106438,1421869056,99.36
19E0,40.1109085083,-88.2289886475,192.8350067139,1932.0000000000,0.0000000000,0.0000000000,106939,1421869056,99.86
1A00,40.1109085083,-88.2289886475,192.8350067139,1942.0000000000,0.0000000000,0.0000000000,107601,1421869056,100.52
1A20,40.1109085083,-88.2289886475,192.8350067139,1952.0000000000,0.0000000000,0.0000000000,108102,1421869056,101.02
1A40,40.1109085083,-88.2289886475,192.8350067139,1962.0000000000,0.0000000000,0.0000000000,108603,1421869056,101.52
1A60,40.1109085083,-88.2289886475,192.8350067139,1972.0000000000,0.0000000000,0.0000000000,109104,1421869056,102.02
1A80,40.1109085083,-88.2289886475,192.8350067139,1982.0000000000,0.0000000000,0.0000000000,109605,1421869056,102.53
1AA0,40.1109085083,-88.2289886475,192.8350067139,1991.0000000000,0.0000000000,0.0000000000,110106,1421869056,103.03
1AC0,40.1109085083,-88.2289886475,192.8350067139,2001.0000000000,0.0000000000,0.0000000000,110607,1421869056,103.53
1AE0,40.1109085083,-88.2289886475,192.8350067139,2011.0000000000,0.0000000000,0.0000000000,111108,1421869056,104.03
1B00,40.1109085083,-88.2289886475,192.8350067139,2021.0000000000,0.0000000000,0.0000000000,111771,1421869056,104.69
1B20,40.1109085083,-88.2289886475,192.8350067139,2031.0000000000,0.0000000000,0.0000000000,112272,1421869056,105.19
1B40,40.1109085083,-88.2289886475,192.8350067139,2041.0000000000,0.0000000000,0.0000000000,112773,1421869056,105.69
1B60,40.1109085083,-88.2289886475,192.8350067139,2051.0000000000,0.0000000000,0.0000000000,113274,1421869056,106.19
1B80,40.1109085083,-88.2289886475,192.8350067139,2061.0000000000,0.0000000000,0.0000000000,113775,1421869056,106.69
1BA0,40.1109085083,-88.2289886475,192.8350067139,2070.0000000000,0.0000000000,0.0000000000,114276,1421869056,107.20
1BC0,40.1109085083,-88.2289886475,192.8350067139,2080.0000000000,0.0000000000,0.0000000000,114777,1421869056,107.70
1BE0,40.1109085083,-88.2289886475,192.8350067139,2090.0000000000,0.0000000000,0.0000000000,115278,1421869056,108.20
1C00,40.1109085083,-88.2289886475,192.8350067139,2100.0000000000,0.0000000000,0.0000000000,115941,1421869056,108.86
1C20,40.1109085083,-88.2289886475,192.8350067139,2110.0000000000,0.0000000000,0.0000000000,116442,1421869056,109.36
1C40,40.1109085083,-88.2289886475,192.8350067139,2120.0000000000,0.0000000000,0.0000000000,116943,1421869056,109.86
1C60,40.1109085083,-88.2289886475,192.8350067139,2130.0000000000,0.0000000000,0.0000000000,117444,1421869056,110.36
1C80,40.1109085083,-88.2289886475,192.8350067139,2140.0000000000,0.0000000000,0.0000000000,117945,1421869056,110.86
1CA0,40.1109085083,-88.2289886475,192.8350067139,2149.0000000000,0.0000000000,0.0000000000,118446,1421869056,111.37
1CC0,40.1109085083,-88.2289886475,192.8350067139,2159.0000000000,0.0000000000,0.0000000000,118947,1421869056,111.87
1CE0,40.1109085083,-88.2289886475,192.8350067139,2169.0000000000,0.0000000000,0.0000000000,119448,1421869056,112.37
1D00,40.1109085083,-88.2289886475,192.8350067139,2179.0000000000,0.0000000000,0.0000000000,120111,1421869056,113.03
1D20,40.1109085083,-88.2289886475,192.8350067139,2189.0000000000,0.0000000000,0.0000000000,120612,1421869056,113.53
1D40,40.1109085083,-88.2289886475,192.8350067139,2199.0000000000,0.0000000000,0.0000000000,121113,1421869056,114.03
1D60,40.1109085083,-88.2289886475,192.8350067139,2209.0000000000,0.0000000000,0.0000000000,121614,1421869056,114.53
1D80,40.1109085083,-88.2289886475,192.8350067139,2219.0000000000,0.0000000000,0.0000000000,122115,1421869056,115.04
1DA0,40.1109085083,-88.2289886475,192.8350067139,2228.0000000000,0.0000000000,0.0000000000,122616,1421869056,115.54
1DC0,40.1109085083,-88.2289886475,192.8350067139,2238.0000000000,0.0000000000,0.0000000000,123117,1421869056,116.04
1DE0,40.1109085083,-88.2289886475,192.8350067139,2248.0000000000,0.0000000000,0.0000000000,123618,1421869056,116.54
1E00,40.1109085083,-88.2289886475,192.8350067139,2258.0000000000,0.0000000000,0.0000000000,124281,1421869056,117.20
1E20,40.1109085083,-88.2289886475,192.8350067139,2268.0000000000,0.0000000000,0.0000000000,124782,1421869056,117.70
1E40,40.1109085083,-88.2289886475,192.8350067139,2278.0000000000,0.0000000000,0.0000000000,125283,1421869056,118.20
1E60,40.1109085083,-88.2289886475,192.8350067139,2288.0000000000,0.0000000000,0.0000000000,125784,1421869056,118.70
1E80,40.1109085083,-88.2289886475,192.8350067139,2298.0000000000,0.0000000000,0.0000000000,126285,1421869056,119.21
1EA0,40.1109085083,-88.2289886475,192.8350067139,2307.0000000000,0.0000000000,0.0000000000,126786,1421869056,119.71
1EC0,40.1109085083,-88.2289886475,192.8350067139,2317.0000000000,0.0000000000,0.0000000000,127287,1421869056,120.21
1EE0,40.1109085083,-88.2289886475,192.8350067139,2327.0000000000,0.0000000000,0.0000000000,127788,1421869056,120.71
1F00,40.1109085083,-88.2289886475,192.8350067139,2337.0000000000,0.0000000000,0.0000000000,128450,1421869056,121.37
1F20,40.1109085083,-88.2289886475,192.8350067139,2347.0000000000,0.0000000000,0.0000000000,128951,1421869056,121.87
1F40,40.1109085083,-88.2289886475,192.8350067139,2357.0000000000,0.0000000000,0.0000000000,129452,1421869056,122.37
1F60,40.1109085083,-88.2289886475,192.8350067139,2367.0000000000,0.0000000000,0.0000000000,129953,1421869056,122.87
1F80,40.1109085083,-88.2289886475,192.8350067139,2377.0000000000,0.0000000000,0.0000000000,130454,1421869056,123.37
1FA0,40.1109085083,-88.2289886475,192.8350067139,2386.0000000000,0.0000000000,0.0000000000,130955,1421869056,123.87
1FC0,40.1109085083,-88.2289886475,192.8350067139,2396.0000000000,0.0000000000,0.0000000000,131456,1421869056,124.38
1FE0,40.1109085083,-88.2289886475,192.8350067139,2406.0000000000,0.0000000000,0.0000000000,131957,1421869056,124.88
2000,40.1109085083,-88.2289886475,192.8350067139,2416.0000000000,0.0000000000,0.0000000000,132619,1421869056,125.54
2020,40.1109085083,-88.2289886475,192.8350067139,2426.0000000000,0.0000000000,0.0000000000,133120,1421869056,126.04
2040,40.1109085083,-88.2289886475,192.8350067139,2436.0000000000,0.0000000000,0.0000000000,133621,1421869056,126.54
2060,40.1109085083,-88.2289886475,192.8350067139,2446.0000000000,0.0000000000,0.0000000000,134122,1421869056,127.04
2080,40.1109085083,-88.2289886475,192.8350067139,2456.0000000000,0.0000000000,0.0000000000,134623,1421869056,127.54
20A0,40.1109085083,-88.2289886475,192.8350067139,2465.0000000000,0.0000000000,0.0000000000,135124,1421869056,128.04
20C0,40.1109085083,-88.2289886475,192.8350067139,2475.0000000000,0.0000000000,0.0000000000,135625,1421869056,128.54
20E0,40.1109085083,-88.2289886475,192.8350067139,2485.0000000000,0.0000000000,0.0000000000,136126,1421869056,129.05
2100,40.1109085083,-88.2289886475,192.8350067139,2495.0000000000,0.0000000000,0.0000000000,136788,1421869056,129.71
2120,40.1109085083,-88.2289886475,192.8350067139,2505.0000000000,0.0000000000,0.0000000000,137289,1421869056,130.21
2140,40.1109085083,-88.2289886475,192.8350067139,2515.0000000000,0.0000000000,0.0000000000,137790,1421869056,130.71
2160,40.1109085083,-88.2289886475,192.8350067139,2525.0000000000,0.0000000000,0.0000000000,138291,1421869056,131.21
2180,40.1109085083,-88.2289886475,192.8350067139,2535.0000000000,0.0000000000,0.0000000000,138792,1421869056,131.71
21A0,40.1109085083,-88.2289886475,192.8350067139,2544.0000000000,0.0000000000,0.0000000000,139293,1421869056,132.21
21C0,40.1109085083,-88.2289886475,192.8350067139,2554.0000000000,0.0000000000,0.0000000000,139794,1421869056,132.71
21E0,40.1109085083,-88.2289886475,192.8350067139,2564.0000000000,0.0000000000,0.0000000000,140295,1421869056,133.21
2200,40.1109085083,-88.2289886475,192.8350067139,2574.0000000000,0.0000000000,0.0000000000,140957,1421869056,133.88
2220,40.1109085083,-88.2289886475,192.8350067139,2584.0000000000,0.0000000000,0.0000000000,141458,1421869056,134.38
2240,40.1109085083,-88.2289886475,192.8350067139,2594.0000000000,0.0000000000,0.0000000000,141959,1421869056,134.88
2260,40.1109085083,-88.2289886475,192.8350067139,2604.0000000000,0.0000000000,0.0000000000,142460,1421869056,135.38
2280,40.1109085083,-88.2289886475,192.8350067139,2614.0000000000,0.0000000000,0.0000000000,142961,1421869056,135.88
22A0,40.1109085083,-88.2289886475,192.8350067139,2623.0000000000,0.0000000000,0.0000000000,143462,1421869056,136.38
22C0,40.1109085083,-88.2289886475,192.8350067139,2633.0000000000,0.0000000000,0.0000000000,143963,1421869056,136.88
22E0,40.1109085083,-88.2289886475,192.8350067139,2643.0000000000,0.0000000000,0.0000000000,144464,1421869056,137.38
2300,40.1109085083,-88.2289886475,192.8350067139,2653.0000000000,0.0000000000,0.0000000000,145126,1421869056,138.05
2320,40.1109085083,-88.2289886475,192.8350067139,2663.0000000000,0.0000000000,0.0000000000,145627,1421869056,138.55
2340,40.1109085083,-88.2289886475,192.8350067139,2673.0000000000,0.0000000000,0.0000000000,146128,1421869056,139.05
2360,40.1109085083,-88.2289886475,192.8350067139,2683.0000000000,0.0000000000,0.0000000000,146629,1421869056,139.55
2380,40.1109085083,-88.2289886475,192.8350067139,2693.0000000000,0.0000000000,0.0000000000,147130,1421869056,140.05
23A0,40.1109085083,-88.2289886475,192.8350067139,2702.0000000000,0.0000000000,0.0000000000,147631,1421869056,140.55
23C0,40.1109085083,-88.2289886475,192.8350067139,2712.0000000000,0.0000000000,0.0000000000,148132,1421869056,141.05
23E0,40.1109085083,-88.2289886475,192.8350067139,2722.0000000000,0.0000000000,0.0000000000,148633,1421869056,141.55
2400,40.1109085083,-88.2289886475,192.8350067139,2732.0000000000,0.0000000000,0.0000000000,149295,1421869056,142.21
2420,40.1109085083,-88.2289886475,192.8350067139,2742.0000000000,0.0000000000,0.0000000000,149796,1421869056,142.72
2440,40.1109085083,-88.2289886475,192.8350067139,2752.0000000000,0.0000000000,0.0000000000,150297,1421869056,143.22
2460,40.1109085083,-88.2289886475,192.8350067139,2762.0000000000,0.0000000000,0.0000000000,150798,1421869056,143.72
2480,40.1109085083,-88.2289886475,192.8350067139,2772.0000000000,0.0000000000,0.0000000000,151299,1421869056,144.22
24A0,40.1109085083,-88.2289886475,192.8350067139,2781.0000000000,0.0000000000,0.0000000000,151800,1421869056,144.72
24C0,40.1109085083,-88.2289886475,192.8350067139,2791.0000000000,0.0000000000,0.0000000000,152301,1421869056,145.22
24E0,40.1109085083,-88.2289886475,192.8350067139,2801.0000000000,0.0000000000,0.0000000000,152802,1421869056,145.72
2500,40.1109085083,-88.2289886475,192.8350067139,2811.0000000000,0.0000000000,0.0000000000,153464,1421869056,146.38
2520,40.1109085083,-88.2289886475,192.8350067139,2821.0000000000,0.0000000000,0.0000000000,153965,1421869056,146.88
2540,40.1109085083,-88.2289886475,192.8350067139,2831.0000000000,0.0000000000,0.0000000000,154466,1421869056,147.39
2560,40.1109085083,-88.2289886475,192.8350067139,2841.0000000000,0.0000000000,0.0000000000,154967,1421869056,147.89
2580,40.1109085083,-88.2289886475,192.8350067139,2851.0000000000,0.0000000000,0.0000000000,155468,1421869056,148.39
25A0,40.1109085083,-88.2289886475,192.8350067139,2860.0000000000,0.0000000000,0.0000000000,155969,1421869056,148.89
25C0,40.1109085083,-88.2289886475,192.8350067139,2870.0000000000,0.0000000000,0.0000000000,156470,1421869056,149.39
25E0,40.1109085083,-88.2289886475,192.8350067139,2880.0000000000,0.0000000000,0.0000000000,156971,1421869056,149.89
2600,40.1109085083,-88.2289886475,192.8350067139,2890.0000000000,0.0000000000,0.0000000000,157634,1421869056,150.55
2620,40.1109085083,-88.2289886475,192.8350067139,2900.0000000000,0.0000000000,0.0000000000,158135,1421869056,151.05
2640,40.1109085083,-88.2289886475,192.8350067139,2910.0000000000,0.0000000000,0.0000000000,158636,1421869056,151.56
2660,40.1109085083,-88.2289886475,192.8350067139,2920.0000000000,0.0000000000,0.0000000000,159137,1421869056,152.06
2680,40.1109085083,-88.2289886475,192.8350067139,2930.0000000000,0.0000000000,0.0000000000,159638,1421869056,152.56
26A0,40.1109085083,-88.2289886475,192.8350067139,2939.0000000000,0.0000000000,0.0000000000,160139,1421869056,153.06
26C0,40.1109085083,-88.2289886475,192.8350067139,2949.0000000000,0.0000000000,0.0000000000,160640,1421869056,153.56
26E0,40.1109085083,-88.2289886475,192.8350067139,2959.0000000000,0.0000000000,0.0000000000,161141,1421869056,154.06
2700,40.1109085083,-88.2289886475,192.8350067139,2969.0000000000,0.0000000000,0.0000000000,161804,1421869056,154.72
2720,40.1109085083,-88.2289886475,192.8350067139,2979.0000000000,0.0000000000,0.0000000000,162305,1421869056,155.23
2740,40.1109085083,-88.2289886475,192.8350067139,2989.0000000000,0.0000000000,0.0000000000,162806,1421869056,155.73
2760,40.1109085083,-88.2289886475,192.8350067139,2999.0000000000,0.0000000000,0.0000000000,163307,1421869056,156.23
2780,40.1109085083,-88.2289886475,192.8350067139,3009.0000000000,0.0000000000,0.0000000000,163808,1421869056,156.73
27A0,40.1109085083,-88.2289886475,192.8350067139,3018.0000000000,0.0000000000,0.0000000000,164309,1421869056,157.23
27C0,40.1109085083,-88.2289886475,192.8350067139,3028.0000000000,0.0000000000,0.0000000000,164810,1421869056,157.73
27E0,40.1109085083,-88.2289886475,192.8350067139,3038.0000000000,0.0000000000,0.0000000000,165311,1421869056,158.23
2800,40.1109085083,-88.2289886475,192.8350067139,3048.0000000000,0.0000000000,0.0000000000,165974,1421869056,158.89
2820,40.1109085083,-88.2289886475,192.8350067139,3058.0000000000,0.0000000000,0.0000000000,166475,1421869056,159.40
2840,40.1109085083,-88.2289886475,192.8350067139,3068.0000000000,0.0000000000,0.0000000000,166976,1421869056,159.90
2860,40.1109085083,-88.2289886475,192.8350067139,3078.0000000000,0.0000000000,0.0000000000,167477,1421869056,160.40
2880,40.1109085083,-88.2289886475,192.8350067139,3088.0000000000,0.0000000000,0.0000000000,167978,1421869056,160.90
28A0,40.1109085083,-88.2289886475,192.8350067139,3097.0000000000,0.0000000000,0.0000000000,168479,1421869056,161.40
28C0,40.1109085083,-88.2289886475,192.8350067139,3107.0000000000,0.0000000000,0.0000000000,168980,1421869056,161.90
28E0,40.1109085083,-88.2289886475,192.8350067139,3117.0000000000,0.0000000000,0.0000000000,169481,1421869056,162.40
2900,40.1109085083,-88.2289886475,192.8350067139,3127.0000000000,0.0000000000,0.0000000000,170144,1421869056,163.06
2920,40.1109085083,-88.2289886475,192.8350067139,3137.0000000000,0.0000000000,0.0000000000,170645,1421869056,163.57
2940,40.1109085083,-88.2289886475,192.8350067139,3147.0000000000,0.0000000000,0.0000000000,171146,1421869056,164.07
2960,40.1109085083,-88.2289886475,192.8350067139,3157.0000000000,0.0000000000,0.0000000000,171647,1421869056,164.57
2980,40.1109085083,-88.2289886475,192.8350067139,3167.0000000000,0.0000000000,0.0000000000,172148,1421869056,165.07
29A0,40.1109085083,-88.2289886475,192.8350067139,3176.0000000000,0.0000000000,0.0000000000,172649,1421869056,165.57
29C0,40.1109085083,-88.2289886475,192.8350067139,3186.0000000000,0.0000000000,0.0000000000,173150,1421869056,166.07
29E0,40.1109085083,-88.2289886475,192.8350067139,3196.0000000000,0.0000000000,0.0000000000,173651,1421869056,166.57
2A00,40.1109085083,-88.2289886475,192.8350067139,3206.0000000000,0.0000000000,0.0000000000,174314,1421869056,167.23
2A20,40.1109085083,-88.2289886475,192.8350067139,3216.0000000000,0.0000000000,0.0000000000,174815,1421869056,167.74
2A40,40.1109085083,-88.2289886475,192.8350067139,3226.0000000000,0.0000000000,0.0000000000,175316,1421869056,168.24
2A60,40.1109085083,-88.2289886475,192.8350067139,3236.0000000000,0.0000000000,0.0000000000,175817,1421869056,168.74
2A80,40.1109085083,-88.2289886475,192.8350067139,3246.0000000000,0.0000000000,0.0000000000,176318,1421869056,169.24
2AA0,40.1109085083,-88.2289886475,192.8350067139,3255.0000000000,0.0000000000,0.0000000000,176819,1421869056,169.74
2AC0,40.1109085083,-88.2289886475,192.8350067139,3265.0000000000,0.0000000000,0.0000000000,177320,1421869056,170.24
2AE0,40.1109085083,-88.2289886475,192.8350067139,3275.0000000000,0.0000000000,0.0000000000,177821,1421869056,170.74
2B00,40.1109085083,-88.2289886475,192.8350067139,3285.0000000000,0.0000000000,0.0000000000,178483,1421869056,171.40
2B20,40.1109085083,-88.2289886475,192.8350067139,3295.0000000000,0.0000000000,0.0000000000,178984,1421869056,171.90
2B40,40.1109085083,-88.2289886475,192.8350067139,3305.0000000000,0.0000000000,0.0000000000,179485,1421869056,172.40
2B60,40.1109085083,-88.2289886475,192.8350067139,3315.0000000000,0.0000000000,0.0000000000,179986,1421869056,172.91
2B80,40.1109085083,-88.2289886475,192.8350067139,3325.0000000000,0.0000000000,0.0000000000,180487,1421869056,173.41
2BA0,40.1109085083,-88.2289886475,192.8350067139,3334.0000000000,0.0000000000,0.0000000000,180988,1421869056,173.91
2BC0,40.1109085083,-88.2289886475,192.8350067139,3344.0000000000,0.0000000000,0.0000000000,181489,1421869056,174.41
2BE0,40.1109085083,-88.2289886475,192.8350067139,3354.0000000000,0.0000000000,0.0000000000,181990,1421869056,174.91
2C00,40.1109085083,-88.2289886475,192.8350067139,3364.0000000000,0.0000000000,0.0000000000,182653,1421869056,175.57
2C20,40.1109085083,-88.2289886475,192.8350067139,3374.0000000000,0.0000000000,0.0000000000,183154,1421869056,176.07
2C40,40.1109085083,-88.2289886475,192.8350067139,3384.0000000000,0.0000000000,0.0000000000,183655,1421869056,176.57
2C60,40.1109085083,-88.2289886475,192.8350067139,3394.0000000000,0.0000000000,0.0000000000,184156,1421869056,177.08
2C80,40.1109085083,-88.2289886475,192.8350067139,3404.0000000000,0.0000000000,0.0000000000,184657,1421869056,177.58
2CA0,40.1109085083,-88.2289886475,192.8350067139,3413.0000000000,0.0000000000,0.0000000000,185158,1421869056,178.08
2CC0,40.1109085083,-88.2289886475,192.8350067139,3423.0000000000,0.0000000000,0.0000000000,185659,1421869056,178.58
2CE0,40.1109085083,-88.2289886475,192.8350067139,3433.0000000000,0.0000000000,0.0000000000,186160,1421869056,179.08
2D00,40.1109085083,-88.2289886475,192.8350067139,3443.0000000000,0.0000000000,0.0000000000,186823,1421869056,179.74
2D20,40.1109085083,-88.2289886475,192.8350067139,3453.0000000000,0.0000000000,0.0000000000,187324,1421869056,180.24
2D40,40.1109085083,-88.2289886475,192.8350067139,3463.0000000000,0.0000000000,0.0000000000,187825,1421869056,180.74
2D60,40.1109085083,-88.2289886475,192.8350067139,3473.0000000000,0.0000000000,0.0000000000,188326,1421869056,181.25
2D80,40.1109085083,-88.2289886475,192.8350067139,3483.0000000000,0.0000000000,0.0000000000,188827,1421869056,181.75
2DA0,40.1109085083,-88.2289886475,192.8350067139,3491.0000000000,0.0000000000,0.0000000000,189452,1086324736,182.37
2DC0,40.1109085083,-88.2289886475,192.8350067139,3501.0000000000,0.0000000000,0.0000000000,189953,1086324736,182.87
2DE0,40.1109085083,-88.2289886475,192.8350067139,3511.0000000000,0.0000000000,0.0000000000,190454,1086324736,183.37
2E00,40.1109085083,-88.2289886475,192.8350067139,3521.0000000000,0.0000000000,0.0000000000,191117,1086324736,184.04
2E20,40.1109085083,-88.2289886475,192.8350067139,3531.0000000000,0.0000000000,0.0000000000,191618,1086324736,184.54
2E40,40.1109085083,-88.2289886475,192.8350067139,3541.0000000000,0.0000000000,0.0000000000,192119,1086324736,185.04
2E60,40.1109085083,-88.2289886475,192.8350067139,3551.0000000000,0.0000000000,0.0000000000,192620,1086324736,185.54
2E80,40.1109085083,-88.2289886475,192.8350067139,3561.0000000000,0.0000000000,0.0000000000,193121,1086324736,186.04
2EA0,40.1109085083,-88.2289886475,192.8350067139,3570.0000000000,0.0000000000,0.0000000000,193622,1086324736,186.54
2EC0,40.1109085083,-88.2289886475,192.8350067139,3580.0000000000,0.0000000000,0.0000000000,194123,1086324736,187.04
2EE0,40.1109085083,-88.2289886475,192.8350067139,3590.0000000000,0.0000000000,0.0000000000,194624,1086324736,187.54
